cluster_id	sequence_id	start	end	tax_id	database	merged	length	pul_length_sum	percentage_in_puls	blast_status	domain	phylum	class	order	family	genus	species
PUL0214	NC_008618	1763016	1778475	1680	dbcan		2089645	36014	1.7234506339593567	false	Bacteria	Actinomycetota	Actinomycetes	Actinomycetales	Bifidobacteriaceae	Bifidobacterium	Bifidobacterium adolescentis
PUL0215	NC_010995	3175359	3185628	155077	dbcan		4576573	10269	0.2243818682669325	false	Bacteria	Pseudomonadota	Gammaproteobacteria	Pseudomonadales	Cellvibrionaceae	Cellvibrio	Cellvibrio japonicus
PUL0217	NZ_KE386494	1052130	1059390	44256	dbcan		1071729	23797	2.220430724558167	false	Bacteria	Bacillota	Thermoanaerobacteria	Thermoanaerobacterales	Caldanaerobiaceae	Caldanaerobius	Caldanaerobius polysaccharolyticus
PUL0218	HF548278	1	41173	433724	dbcan		41175	41172	99.99271402550092	false							
PUL0219	CP034973	2622765	2633213	1597	dbcan		3063065	10448	0.34109625489501527	true	Bacteria	Bacillota	Bacilli	Lactobacillales	Lactobacillaceae	Lacticaseibacillus	Lacticaseibacillus paracasei
PUL0220	JPDI01000001	2291648	2313366	1336803	dbcan		2894172	21718	0.750404606222436	false	Bacteria	Bacteroidota	Bacteroidia	Flavobacteriales	Flavobacteriaceae	Polaribacter	Polaribacter sp900106075
PUL0221	KC246798	14700	34417	1393449	dbcan		35040	19717	56.26997716894977	false							
PUL0222	KC246824	16752	27980	1393527	dbcan		27980	11228	40.12866333095068	false							
PUL0227	JX087428	0	18201	44256	dbcan		18410	18201	98.8647474198805	false	Bacteria	Bacillota	Thermoanaerobacteria	Thermoanaerobacterales	Caldanaerobiaceae	Caldanaerobius	Caldanaerobius polysaccharolyticus
PUL0230	CP000033	1872452	1887508	1579	dbcan		1993560	46571	2.3360721523305044	false	Bacteria	Bacillota	Bacilli	Lactobacillales	Lactobacillaceae	Lactobacillus	Lactobacillus acidophilus
PUL0231	AY870655	355	2710	555	dbcan		3050	2355	77.21311475409836	false	Bacteria	Pseudomonadota	Gammaproteobacteria	Enterobacterales	Enterobacteriaceae	Pectobacterium	Pectobacterium aroidearum
PUL0232	CP000303	2337397	2344915	1685	dbcan		2422684	43660	1.802133501521453	false	Bacteria	Actinomycetota	Actinomycetes	Actinomycetales	Bifidobacteriaceae	Bifidobacterium	Bifidobacterium breve
PUL0233	CP000303	2325349	2332210	1685	dbcan		2422684	43660	1.802133501521453	false	Bacteria	Actinomycetota	Actinomycetes	Actinomycetales	Bifidobacteriaceae	Bifidobacterium	Bifidobacterium breve
PUL0238	CP147877	628043	635282	1423	dbcan		4215606	44346	1.0519484031477324	false	Bacteria	Bacillota	Bacilli	Bacillales	Bacillaceae	Bacillus	Bacillus subtilis
PUL0239	JX424618	10820	37418	1231727	dbcan		37675	26598	70.5985401459854	false	Bacteria	Bacteroidota	Bacteroidia	Bacteroidales	Bacteroidaceae	Prevotella	Prevotella bryantii
PUL0240	JX424621	4621	24098	1231728	dbcan		37939	19477	51.33767363399141	false							
PUL0241	JX424622	7409	20096	1231729	dbcan		49907	12687	25.4212835874727	false							
PUL0242	JX424627	4542	17611	1231730	dbcan		22810	13069	57.29504603244191	false							
PUL0243	JX424628	13465	32307	1231731	dbcan		32307	18842	58.32172594174637	false	Bacteria	Bacteroidota	Bacteroidia	Bacteroidales	Bacteroidaceae	Prevotella	Prevotella sp902788605
PUL0244	JUET01000139	87387	102782	28112	dbcan		112114	15395	13.731558948926985	false	Bacteria	Bacteroidota	Bacteroidia	Bacteroidales	Tannerellaceae	Tannerella	Tannerella forsythia
PUL0245	AE005672	2072292	2085657	1313	dbcan		2160842	47935	2.218348217963183	false	Bacteria	Bacillota	Bacilli	Lactobacillales	Streptococcaceae	Streptococcus	Streptococcus pneumoniae
PUL0248	AE016795	775591	796807	672	dbcan		3281866	21216	0.646461494771572	false	Bacteria	Pseudomonadota	Gammaproteobacteria	Enterobacterales	Vibrionaceae	Vibrio	Vibrio vulnificus_B
PUL0249	CP147877	763080	778206	1423	dbcan		4215606	44346	1.0519484031477324	false	Bacteria	Bacillota	Bacilli	Bacillales	Bacillaceae	Bacillus	Bacillus subtilis
PUL0262	CP012801	5567610	5593852	246787	dbcan		7084828	389489	5.497508196388113	false	Bacteria	Bacteroidota	Bacteroidia	Bacteroidales	Bacteroidaceae	Bacteroides	Bacteroides cellulosilyticus
PUL0263	CP012801	5620956	5634301	246787	dbcan		7084828	389489	5.497508196388113	false	Bacteria	Bacteroidota	Bacteroidia	Bacteroidales	Bacteroidaceae	Bacteroides	Bacteroides cellulosilyticus
PUL0264	NZ_SEUH01000010	54056	99413	77608	dbcan		111950	45357	40.5154086645824	false	Bacteria	Pseudomonadota	Gammaproteobacteria	Enterobacterales	Alteromonadaceae	Pseudoalteromonas	Pseudoalteromonas carrageenovora
PUL0265	LN554884	1393841	1396506	1288	dbcan		2786686	2665	0.09563330780719465	true	Bacteria	Bacillota	Bacilli	Staphylococcales	Staphylococcaceae	Staphylococcus	Staphylococcus xylosus
PUL0266	NC_012028	114293	135268	2247	dbcan		525943	20975	3.9880747533477963	false							
PUL0267	CP000033	665968	680930	1579	dbcan		1993560	46571	2.3360721523305044	false	Bacteria	Bacillota	Bacilli	Lactobacillales	Lactobacillaceae	Lactobacillus	Lactobacillus acidophilus
PUL0268	BA000043	726823	732934	1462	dbcan		3544776	6111	0.17239453212276318	false	Bacteria	Bacillota	Bacilli	Bacillales	Anoxybacillaceae	Geobacillus	Geobacillus thermoleovorans
PUL0269	NC_017943	25887	44810	2252	dbcan		321908	18923	5.878387613852405	false							
PUL0271	CP180383	53582	59598	302911	dbcan		1938709	63302	3.2651625385759284	false	Bacteria	Actinomycetota	Actinomycetes	Actinomycetales	Bifidobacteriaceae	Bifidobacterium	Bifidobacterium animalis
PUL0272	CP180383	565002	571129	302911	dbcan		1938709	63302	3.2651625385759284	false	Bacteria	Actinomycetota	Actinomycetes	Actinomycetales	Bifidobacteriaceae	Bifidobacterium	Bifidobacterium animalis
PUL0273	CP180383	574209	581179	302911	dbcan		1938709	63302	3.2651625385759284	false	Bacteria	Actinomycetota	Actinomycetes	Actinomycetales	Bifidobacteriaceae	Bifidobacterium	Bifidobacterium animalis
PUL0274	CP180383	604443	622291	302911	dbcan		1938709	63302	3.2651625385759284	false	Bacteria	Actinomycetota	Actinomycetes	Actinomycetales	Bifidobacteriaceae	Bifidobacterium	Bifidobacterium animalis
PUL0275	CP180383	1851242	1863865	302911	dbcan		1938709	63302	3.2651625385759284	false	Bacteria	Actinomycetota	Actinomycetes	Actinomycetales	Bifidobacteriaceae	Bifidobacterium	Bifidobacterium animalis
PUL0276	CP180383	1889744	1903456	302911	dbcan		1938709	63302	3.2651625385759284	false	Bacteria	Actinomycetota	Actinomycetes	Actinomycetales	Bifidobacteriaceae	Bifidobacterium	Bifidobacterium animalis
PUL0277	AE005672	1624067	1629762	1313	dbcan		2160842	47935	2.218348217963183	false	Bacteria	Bacillota	Bacilli	Lactobacillales	Streptococcaceae	Streptococcus	Streptococcus pneumoniae
PUL0278	AE005672	1710372	1718159	1313	dbcan		2160842	47935	2.218348217963183	false	Bacteria	Bacillota	Bacilli	Lactobacillales	Streptococcaceae	Streptococcus	Streptococcus pneumoniae
PUL0279	CP000410	1598353	1605802	1313	dbcan		2046116	13992	0.6838321971970308	false	Bacteria	Bacillota	Bacilli	Lactobacillales	Streptococcaceae	Streptococcus	Streptococcus pneumoniae
PUL0282	JF327803	80	11724	1422	dbcan		13109	11644	88.8244717369746	false							
PUL0283	CP000303	555379	565250	1685	dbcan		2422684	43660	1.802133501521453	false	Bacteria	Actinomycetota	Actinomycetes	Actinomycetales	Bifidobacteriaceae	Bifidobacterium	Bifidobacterium breve
PUL0284	CP000303	1928568	1934764	1685	dbcan		2422684	43660	1.802133501521453	false	Bacteria	Actinomycetota	Actinomycetes	Actinomycetales	Bifidobacteriaceae	Bifidobacterium	Bifidobacterium breve
PUL0285	CP000303	707814	714874	1685	dbcan		2422684	43660	1.802133501521453	false	Bacteria	Actinomycetota	Actinomycetes	Actinomycetales	Bifidobacteriaceae	Bifidobacterium	Bifidobacterium breve
PUL0291	CP176406	4765689	4777539	562	dbcan		4659625	11851	0.2543337714944872	false	Bacteria	Pseudomonadota	Gammaproteobacteria	Enterobacterales	Enterobacteriaceae	Escherichia	Escherichia coli
PUL0292	CP002745	3513314	3529757	158899	dbcan		5186898	25643	0.49438026350238623	true	Bacteria	Pseudomonadota	Gammaproteobacteria	Burkholderiales	Burkholderiaceae	Collimonas	Collimonas fungivorans_A
PUL0294	PJEE01000011	293988	308944	216816	dbcan		519233	14956	2.8804024397524812	false	Bacteria	Actinomycetota	Actinomycetes	Actinomycetales	Bifidobacteriaceae	Bifidobacterium	Bifidobacterium longum
PUL0295	CP016019	2281257	2308155	216816	dbcan		2421287	26898	1.1108968081850685	true	Bacteria	Actinomycetota	Actinomycetes	Actinomycetales	Bifidobacteriaceae	Bifidobacterium	Bifidobacterium longum
PUL0296	PJDT01000028	157706	165136	216816	dbcan		178408	7430	4.164611452401237	false	Bacteria	Actinomycetota	Actinomycetes	Actinomycetales	Bifidobacteriaceae	Bifidobacterium	Bifidobacterium longum
PUL0297	CP137048	448419	460518	216816	dbcan		2393385	12099	0.5055183349105974	true	Bacteria	Actinomycetota	Actinomycetes	Actinomycetales	Bifidobacteriaceae	Bifidobacterium	Bifidobacterium longum
PUL0298	NZ_PJEE01000001	419370	431274	216816	dbcan		454785	11904	2.617500577195818	false	Bacteria	Actinomycetota	Actinomycetes	Actinomycetales	Bifidobacteriaceae	Bifidobacterium	Bifidobacterium longum
PUL0300	NZ_PJDO01000018	15593	34141	216816	dbcan		117618	18548	15.769695114693329	false	Bacteria	Actinomycetota	Actinomycetes	Actinomycetales	Bifidobacteriaceae	Bifidobacterium	Bifidobacterium longum
PUL0303	CP002745	3093918	3103118	158899	dbcan		5186898	25643	0.49438026350238623	true	Bacteria	Pseudomonadota	Gammaproteobacteria	Burkholderiales	Burkholderiaceae	Collimonas	Collimonas fungivorans_A
PUL0307	NZ_HG326223	3032487	3037022	615	dbcan		5113802	9429	0.1843833609514017	false	Bacteria	Pseudomonadota	Gammaproteobacteria	Enterobacterales	Enterobacteriaceae	Serratia	Serratia bockelmannii
PUL0309	NZ_KE386494	723442	739979	44256	dbcan		1071729	23797	2.220430724558167	false	Bacteria	Bacillota	Thermoanaerobacteria	Thermoanaerobacterales	Caldanaerobiaceae	Caldanaerobius	Caldanaerobius polysaccharolyticus
PUL0311	CP176406	236596	245931	562	dbcan		4527247	9336	0.20621803935150876	false	Bacteria	Pseudomonadota	Gammaproteobacteria	Enterobacterales	Enterobacteriaceae	Escherichia	Escherichia coli
PUL0312	AM889285	473739	477148	33996	dbcan		3944163	3409	0.08643151918417165	true	Bacteria	Pseudomonadota	Alphaproteobacteria	Acetobacterales	Acetobacteraceae	Gluconacetobacter	Gluconacetobacter diazotrophicus
PUL0313	FP476056	4847515	4853424	63186	dbcan		5521712	929780	16.838618167698712	false	Bacteria	Bacteroidota	Bacteroidia	Flavobacteriales	Flavobacteriaceae	Zobellia	Zobellia galactanivorans
PUL0317	FP476056	4920036	4924412	63186	dbcan		5521712	929780	16.838618167698712	false	Bacteria	Bacteroidota	Bacteroidia	Flavobacteriales	Flavobacteriaceae	Zobellia	Zobellia galactanivorans
PUL0320	CP001393	1929397	1982736	31899	dbcan		2919718	53339	1.826854511291844	false	Bacteria	Bacillota	Thermoanaerobacteria	Caldicellulosiruptorales	Caldicellulosiruptoraceae	Caldicellulosiruptor	Caldicellulosiruptor bescii
PUL0321	NC_007946	1676979	1683154	562	dbcan		5065741	6175	0.12189727031050344	false	Bacteria	Pseudomonadota	Gammaproteobacteria	Enterobacterales	Enterobacteriaceae	Escherichia	Escherichia coli
PUL0322	NZ_LACM01000001	2094992	2154688	1387557	dbcan		2834482	59696	2.1060638240073497	false	Bacteria	Bacillota	Thermoanaerobacteria	Caldicellulosiruptorales	Caldicellulosiruptoraceae	Caldicellulosiruptor	Caldicellulosiruptor danielii
PUL0323	CP147877	3503063	3511062	135461	dbcan		4211262	8000	0.18996680804946356	false	Bacteria	Bacillota	Bacilli	Bacillales	Bacillaceae	Bacillus	Bacillus subtilis
PUL0326	LT622246	2698982	2711347	28116	dbcan		1147684	12367	1.0775614193453946	false	Bacteria	Bacteroidota	Bacteroidia	Bacteroidales	Bacteroidaceae	Bacteroides	Bacteroides ovatus
PUL0327	CP081505	1712908	1721135	1351	dbcan		2884138	8227	0.2852498736190848	true	Bacteria	Bacillota	Bacilli	Lactobacillales	Enterococcaceae	Enterococcus	Enterococcus faecalis
PUL0331	NC_006840	662465	667978	668	dbcan		2897536	5513	0.1902651080090118	false	Bacteria	Pseudomonadota	Gammaproteobacteria	Enterobacterales	Vibrionaceae	Aliivibrio	Aliivibrio fischeri_B
PUL0332	LT674122	387	30039	77133	dbcan		30320	29652	97.79683377308707	false	Bacteria	Bacteroidota	Bacteroidia	Bacteroidales	Bacteroidaceae	Bacteroides	Bacteroides uniformis
PUL0339	LT674129	20	37156	77133	dbcan		37308	37136	99.53897287445052	false	Bacteria	Bacteroidota	Bacteroidia	Bacteroidales	Bacteroidaceae	Bacteroides	Bacteroides cellulosilyticus
PUL0340	LT674130	36	29087	77133	dbcan		29180	29051	99.55791638108293	false	Bacteria	Bacillota	Clostridia	Lachnospirales	Lachnospiraceae	Lachnospira	Lachnospira eligens
PUL0342	NC_014033	3346598	3359433	839	dbcan		3619559	12835	0.3546012097053812	false	Bacteria	Bacteroidota	Bacteroidia	Bacteroidales	Bacteroidaceae	Prevotella	Prevotella ruminicola
PUL0347	CP006712	1904821	1922254	1685	dbcan		2288919	17433	0.7616259028825397	false	Bacteria	Actinomycetota	Actinomycetes	Actinomycetales	Bifidobacteriaceae	Bifidobacterium	Bifidobacterium breve
PUL0349	NC_013192	1609965	1613940	40542	dbcan		2465610	3975	0.16121771083017997	false	Bacteria	Fusobacteriota	Fusobacteriia	Fusobacteriales	Leptotrichiaceae	Leptotrichia	Leptotrichia buccalis
PUL0351	CP098927	3322685	3327569	562	dbcan		5310763	4884	0.09196418669031173	true	Bacteria	Pseudomonadota	Gammaproteobacteria	Enterobacterales	Enterobacteriaceae	Escherichia	Escherichia coli
PUL0361	CP007013	997862	1008239	2336	dbcan		1869644	10377	0.5550254486950457	false	Bacteria	Thermotogota	Thermotogae	Thermotogales	Thermotogaceae	Thermotoga	Thermotoga maritima
PUL0362	AE008922	3996974	4004221	340	dbcan		5076188	62493	1.231100975771583	false	Bacteria	Pseudomonadota	Gammaproteobacteria	Xanthomonadales	Xanthomonadaceae	Xanthomonas	Xanthomonas campestris
PUL0363	AE008922	150292	155526	340	dbcan		5076188	62493	1.231100975771583	false	Bacteria	Pseudomonadota	Gammaproteobacteria	Xanthomonadales	Xanthomonadaceae	Xanthomonas	Xanthomonas campestris
PUL0364	AE008922	4895164	4909294	340	dbcan		5076188	62493	1.231100975771583	false	Bacteria	Pseudomonadota	Gammaproteobacteria	Xanthomonadales	Xanthomonadaceae	Xanthomonas	Xanthomonas campestris
PUL0365	AE008922	2926204	2941997	340	dbcan		5076188	62493	1.231100975771583	false	Bacteria	Pseudomonadota	Gammaproteobacteria	Xanthomonadales	Xanthomonadaceae	Xanthomonas	Xanthomonas campestris
PUL0366	CP176406	657716	669191	562	dbcan		4960033	11475	0.23134926723269786	true	Bacteria	Pseudomonadota	Gammaproteobacteria	Enterobacterales	Enterobacteriaceae	Escherichia	Escherichia coli
PUL0367	AE014295	1171511	1175802	216816	dbcan		2256640	4291	0.19014995745887692	false	Bacteria	Actinomycetota	Actinomycetes	Actinomycetales	Bifidobacteriaceae	Bifidobacterium	Bifidobacterium longum
PUL0368	CP001095	2595574	2636747	1682	dbcan		2832748	41173	1.453464974646527	false	Bacteria	Actinomycetota	Actinomycetes	Actinomycetales	Bifidobacteriaceae	Bifidobacterium	Bifidobacterium infantis
PUL0371	AB034969	247	8393	91619	dbcan		8400	8146	96.97619047619048	false							
PUL0372	AP009044	2877504	2881918	1718	dbcan		3314179	8662	0.26136186367724856	false	Bacteria	Actinomycetota	Actinomycetes	Mycobacteriales	Mycobacteriaceae	Corynebacterium	Corynebacterium glutamicum
PUL0373	CP002038	406834	413500	204038	dbcan		4922802	22897	0.4651212866168495	false	Bacteria	Pseudomonadota	Gammaproteobacteria	Enterobacterales	Enterobacteriaceae	Dickeya	Dickeya dadantii
PUL0374	CP002038	1781030	1785659	204038	dbcan		4922802	22897	0.4651212866168495	false	Bacteria	Pseudomonadota	Gammaproteobacteria	Enterobacterales	Enterobacteriaceae	Dickeya	Dickeya dadantii
PUL0381	NC_002505	1355388	1361117	666	dbcan		2961149	31644	1.0686392342972273	false	Bacteria	Pseudomonadota	Gammaproteobacteria	Enterobacterales	Vibrionaceae	Vibrio	Vibrio cholerae
PUL0387	AE008922	4057997	4068416	340	dbcan		5076188	10419	0.2052524453389039	false	Bacteria	Pseudomonadota	Gammaproteobacteria	Xanthomonadales	Xanthomonadaceae	Xanthomonas	Xanthomonas campestris
PUL0390	CP007013	864165	893990	2336	dbcan		1860725	29826	1.602923591610797	false	Bacteria	Thermotogota	Thermotogae	Thermotogales	Thermotogaceae	Thermotoga	Thermotoga maritima
PUL0392	FP929033	5671246	5693505	371601	dbcan		5976145	290475	4.860574835449943	false	Bacteria	Bacteroidota	Bacteroidia	Bacteroidales	Bacteroidaceae	Bacteroides	Bacteroides xylanisolvens
PUL0393	CP014864	2428124	2446888	252514	dbcan		3938396	18764	0.47643761571969906	true	Bacteria	Pseudomonadota	Gammaproteobacteria	Pseudomonadales	Cellvibrionaceae	Microbulbifer	Microbulbifer thermotolerans
PUL0395	DQ868502	1562	38010	1422	dbcan		77747	36448	46.880265476481405	false	Bacteria	Bacillota	Bacilli	Bacillales	Anoxybacillaceae	Geobacillus	Geobacillus thermoleovorans_A
PUL0396	AM260479	327968	338299	106590	dbcan		4052032	10331	0.2549584998341573	false	Bacteria	Pseudomonadota	Gammaproteobacteria	Burkholderiales	Burkholderiaceae	Cupriavidus	Cupriavidus necator_D
PUL0399	CP000033	1437361	1453914	1579	dbcan		1993560	46571	2.3360721523305044	false	Bacteria	Bacillota	Bacilli	Lactobacillales	Lactobacillaceae	Lactobacillus	Lactobacillus acidophilus
PUL0400	CABDWQ010000001	1088947	1111260	28108	dbcan		4672348	80584	1.7247003005769261	false	Bacteria	Pseudomonadota	Gammaproteobacteria	Enterobacterales	Alteromonadaceae	Alteromonas	Alteromonas macleodii
PUL0401	CABDWQ010000001	4308631	4326179	28108	dbcan		4672348	80584	1.7247003005769261	false	Bacteria	Pseudomonadota	Gammaproteobacteria	Enterobacterales	Alteromonadaceae	Alteromonas	Alteromonas macleodii
PUL0402	AP012281	1563593	1571798	1046624	dbcan		2421471	8205	0.33884362026222903	false	Bacteria	Bacillota	Bacilli	Lactobacillales	Streptococcaceae	Lactococcus	Lactococcus lactis
PUL0403	CABDWQ010000001	4637792	4645257	28108	dbcan		4672348	80584	1.7247003005769261	false	Bacteria	Pseudomonadota	Gammaproteobacteria	Enterobacterales	Alteromonadaceae	Alteromonas	Alteromonas macleodii
PUL0404	CABDWQ010000001	2755697	2777573	28108	dbcan		4672348	80584	1.7247003005769261	false	Bacteria	Pseudomonadota	Gammaproteobacteria	Enterobacterales	Alteromonadaceae	Alteromonas	Alteromonas macleodii
PUL0405	CABDWQ010000001	4433602	4444984	28108	dbcan		4672348	80584	1.7247003005769261	false	Bacteria	Pseudomonadota	Gammaproteobacteria	Enterobacterales	Alteromonadaceae	Alteromonas	Alteromonas macleodii
PUL0406	NZ_PXJC01000002	246468	268868	35786	dbcan		323931	22400	6.915052897067586	false	Bacteria	Coprothermobacterota	Coprothermobacteria	Coprothermobacterales	Coprothermobacteraceae	Coprothermobacter	Coprothermobacter proteolyticus
PUL0407	FM179324	50285	54866	1582	dbcan		12009	4582	38.15471729536181	false	Bacteria	Bacillota	Bacilli	Lactobacillales	Lactobacillaceae	Lacticaseibacillus	Lacticaseibacillus paracasei
PUL0408	CR626927	944105	949034	817	dbcan		5205140	39433	0.7575780862762577	false	Bacteria	Bacteroidota	Bacteroidia	Bacteroidales	Bacteroidaceae	Bacteroides	Bacteroides fragilis
PUL0410	AOMX01000002	934681	941265	562	dbcan		2315828	6584	0.28430436111835594	false	Bacteria	Pseudomonadota	Gammaproteobacteria	Enterobacterales	Enterobacteriaceae	Escherichia	Escherichia coli
PUL0411	CP091797	108100	110252	77095	dbcan		1104623	2152	0.19481759840235086	true	Bacteria	Bacteroidota	Bacteroidia	Bacteroidales	Bacteroidaceae	Prevotella	Prevotella bryantii
PUL0412	AF417111	170	3605	305	dbcan		3969	3435	86.54572940287225	false	Bacteria	Pseudomonadota	Gammaproteobacteria	Burkholderiales	Burkholderiaceae	Ralstonia	Ralstonia solanacearum
PUL0413	JQ844187	25	31062	1181542	dbcan		31215	31037	99.42976133269262	false							
PUL0414	JN903693	25	31062	1194347	dbcan		31148	31037	99.64363683061512	false							
PUL0423	CP001128	1794307	1798686	2337	dbcan		1884540	4379	0.23236439661668098	true	Bacteria	Thermotogota	Thermotogae	Thermotogales	Thermotogaceae	Thermotoga	Thermotoga neapolitana
PUL0434	CP002160	3447463	3461557	1493	dbcan		5262222	64512	1.2259459977173142	true	Bacteria	Bacillota	Clostridia	Clostridiales	Clostridiaceae	Clostridium_K	Clostridium_K cellulovorans
PUL0454	CP003170	4053711	4085799	134676	dbcan		9239851	32088	0.34727832732367653	false	Bacteria	Actinomycetota	Actinomycetes	Mycobacteriales	Micromonosporaceae	Actinoplanes	Actinoplanes sp900119315
PUL0455	CP180383	153068	157546	28025	dbcan		1944301	4478	0.23031413345978838	true	Bacteria	Actinomycetota	Actinomycetes	Actinomycetales	Bifidobacteriaceae	Bifidobacterium	Bifidobacterium animalis
PUL0456_1	CP091800	811569	817528	77095	dbcan		1144609	24154	2.1102402654530934	false	Bacteria	Bacteroidota	Bacteroidia	Bacteroidales	Bacteroidaceae	Prevotella	Prevotella bryantii
PUL0456_2	CP091800	49194	67389	77095	dbcan		1144609	24154	2.1102402654530934	false	Bacteria	Bacteroidota	Bacteroidia	Bacteroidales	Bacteroidaceae	Prevotella	Prevotella bryantii
PUL0457	CP045181	2414390	2424236	231049	dbcan		2837676	9846	0.34697407315000023	true	Bacteria	Bacillota	Bacilli	Lactobacillales	Lactobacillaceae	Furfurilactobacillus	Furfurilactobacillus rossiae
PUL0458	NZ_PJAI02000005	97665	174649	1982103	dbcan		230662	76984	33.37524169564124	false	Bacteria	Pseudomonadota	Gammaproteobacteria	Enterobacterales	Alteromonadaceae	Colwellia	Colwellia echini
PUL0459	NZ_PJAI02000001	312861	400633	1982103	dbcan		664069	87772	13.217301214181056	false	Bacteria	Pseudomonadota	Gammaproteobacteria	Enterobacterales	Alteromonadaceae	Colwellia	Colwellia echini
PUL0460	NZ_LSNE01000005	77024	114972	1799789	dbcan		925268	89045	9.623698215003653	false	Bacteria	Pseudomonadota	Gammaproteobacteria	Enterobacterales	Alteromonadaceae	Paraglaciecola	Paraglaciecola hydrolytica
PUL0466	CP147877	2939742	2950286	1423	dbcan		4215606	44346	1.0519484031477324	false	Bacteria	Bacillota	Bacilli	Bacillales	Bacillaceae	Bacillus	Bacillus subtilis
PUL0475	LN997842	3957983	3965681	1926	dbcan		8353915	7698	0.09214841185240692	false	Bacteria	Actinomycetota	Actinomycetes	Streptomycetales	Streptomycetaceae	Streptomyces	Streptomyces tricolor
PUL0486	CP000410	1687193	1697463	1313	dbcan		2038615	16814	0.8247756442486688	false	Bacteria	Bacillota	Bacilli	Lactobacillales	Streptococcaceae	Streptococcus	Streptococcus pneumoniae
PUL0497	AB063629	537	7768	43662	dbcan		8167	7231	88.539243296192	false	Bacteria	Pseudomonadota	Gammaproteobacteria	Enterobacterales	Alteromonadaceae	Pseudoalteromonas	Pseudoalteromonas piscicida
PUL0508	CP109280	2338089	2344762	1952	dbcan		6066002	6673	0.11000655786133931	true	Bacteria	Actinomycetota	Actinomycetes	Streptomycetales	Streptomycetaceae	Streptomyces	Streptomyces thermoviolaceus
PUL0519	CP000410	1903270	1913187	1313	dbcan		2038615	23668	1.1609842957105683	false	Bacteria	Bacillota	Bacilli	Lactobacillales	Streptococcaceae	Streptococcus	Streptococcus pneumoniae
PUL0520	AY297960	551	3742	571	dbcan		4055	3191	78.69297163995068	false	Bacteria	Pseudomonadota	Gammaproteobacteria	Enterobacterales	Enterobacteriaceae	Klebsiella	Klebsiella grimontii
PUL0531	NZ_HG326223	172559	177453	615	dbcan		5113802	9429	0.1843833609514017	false	Bacteria	Pseudomonadota	Gammaproteobacteria	Enterobacterales	Enterobacteriaceae	Serratia	Serratia bockelmannii
PUL0532	CP012801	925123	954278	246787	dbcan		7084828	389489	5.497508196388113	false	Bacteria	Bacteroidota	Bacteroidia	Bacteroidales	Bacteroidaceae	Bacteroides	Bacteroides cellulosilyticus
PUL0533	CP012801	970841	992635	246787	dbcan		7084828	389489	5.497508196388113	false	Bacteria	Bacteroidota	Bacteroidia	Bacteroidales	Bacteroidaceae	Bacteroides	Bacteroides cellulosilyticus
PUL0534	CP012801	1395119	1415148	246787	dbcan		7084828	389489	5.497508196388113	false	Bacteria	Bacteroidota	Bacteroidia	Bacteroidales	Bacteroidaceae	Bacteroides	Bacteroides cellulosilyticus
PUL0535	CP012801	1905313	1924770	246787	dbcan		7084828	389489	5.497508196388113	false	Bacteria	Bacteroidota	Bacteroidia	Bacteroidales	Bacteroidaceae	Bacteroides	Bacteroides cellulosilyticus
PUL0536	CP012801	2024923	2035361	246787	dbcan		7084828	389489	5.497508196388113	false	Bacteria	Bacteroidota	Bacteroidia	Bacteroidales	Bacteroidaceae	Bacteroides	Bacteroides cellulosilyticus
PUL0537	CP012801	2262180	2278234	246787	dbcan		7084828	389489	5.497508196388113	false	Bacteria	Bacteroidota	Bacteroidia	Bacteroidales	Bacteroidaceae	Bacteroides	Bacteroides cellulosilyticus
PUL0538	CP012801	2388865	2412814	246787	dbcan		7084828	389489	5.497508196388113	false	Bacteria	Bacteroidota	Bacteroidia	Bacteroidales	Bacteroidaceae	Bacteroides	Bacteroides cellulosilyticus
PUL0539	CP012801	2467595	2494001	246787	dbcan		7084828	389489	5.497508196388113	false	Bacteria	Bacteroidota	Bacteroidia	Bacteroidales	Bacteroidaceae	Bacteroides	Bacteroides cellulosilyticus
PUL0540	CP012801	2988996	3000925	246787	dbcan		7084828	389489	5.497508196388113	false	Bacteria	Bacteroidota	Bacteroidia	Bacteroidales	Bacteroidaceae	Bacteroides	Bacteroides cellulosilyticus
PUL0541	CP012801	3093489	3107238	246787	dbcan		7084828	389489	5.497508196388113	false	Bacteria	Bacteroidota	Bacteroidia	Bacteroidales	Bacteroidaceae	Bacteroides	Bacteroides cellulosilyticus
PUL0542	CP128449	730403	730532	1422	dbcan		3471328	129	0.0037161570442205403	true	Bacteria	Bacillota	Bacilli	Bacillales	Anoxybacillaceae	Geobacillus	Geobacillus thermophilus
PUL0543	CP012801	3131879	3145280	246787	dbcan		7084828	389489	5.497508196388113	false	Bacteria	Bacteroidota	Bacteroidia	Bacteroidales	Bacteroidaceae	Bacteroides	Bacteroides cellulosilyticus
PUL0545	CP012801	3674190	3695070	246787	dbcan		7084828	389489	5.497508196388113	false	Bacteria	Bacteroidota	Bacteroidia	Bacteroidales	Bacteroidaceae	Bacteroides	Bacteroides cellulosilyticus
PUL0546	CP012801	3762614	3783277	246787	dbcan		7084828	389489	5.497508196388113	false	Bacteria	Bacteroidota	Bacteroidia	Bacteroidales	Bacteroidaceae	Bacteroides	Bacteroides cellulosilyticus
